"Status Effective","Account Holder","Quantity of Credits","Retirement Reason","Retirement Reason Details","Credit Serial Numbers","Vintage","Protocol Version","Date Issued","ARB Eligible","Sustainable Development Goal(s)","Project ID","Project Name","Project Site Country","Project Site Location","Project Site State","Project Type",
"04/14/2015","Natural Capital Partners Americas, LLC","4299","On Behalf of Third Party","Retirement on behalf of clients for Q1 2015","ACR-US-126-2013-332-197179 to 201477","2013","Version 1.0","7/3/2014 10:05:23 PM","No","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","ACR126","Seneca Meadows LFG","US","Waterloo","NEW YORK","Landfill Gas Capture & Combustion",
"03/21/2015","Sustain:Green","23","Environmental Benefit","2015-02","ACR-US-102-2003-274-120157896 to 120157918","2003","Version 1.0","10/31/2005","No","","ACR102","Air Bag Gas Substitution","US","Beaverton","OREGON","Industrial Gas Substitution",
"03/21/2015","Sustain:Green","6","Environmental Benefit","2015-01","ACR-US-102-2003-274-120157890 to 120157895","2003","Version 1.0","10/31/2005","No","","ACR102","Air Bag Gas Substitution","US","Beaverton","OREGON","Industrial Gas Substitution",
"03/13/2015","C2I LLC","1","Environmental Benefit","On Behalf of Client A","ACR-US-114-2009-144-213007528 to 213007528","2009","Version 1.0","6/29/2010","No","Clean Water and Sanitation;Climate Action;Life on Land","ACR114","GreenTrees ACRE (Advanced Carbon Restored Ecosystem)","US","Mississippi Alluvial Valley","ARKANSAS","Forest Carbon",
"03/10/2015","Natural Capital Partners Americas, LLC","196000","On Behalf of Third Party","Retirement on behalf of client for 2014","ACR-US-126-2013-332-1179 to 197178","2013","Version 1.0","7/3/2014 10:05:23 PM","No","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","ACR126","Seneca Meadows LFG","US","Waterloo","NEW YORK","Landfill Gas Capture & Combustion",
"02/19/2015","Seneca Meadows","6638","On Behalf of Third Party","On behalf of Native Energy Inc. Client","ACR-US-126-2012-333-1 to 6638","2012","Version 1.0","7/3/2014 10:05:24 PM","No","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","ACR126","Seneca Meadows LFG","US","Waterloo","NEW YORK","Landfill Gas Capture & Combustion",
"02/03/2015","Sustain:Green","8","Environmental Benefit","2014-12","ACR-US-102-2003-274-120157882 to 120157889","2003","Version 1.0","10/31/2005","No","","ACR102","Air Bag Gas Substitution","US","Beaverton","OREGON","Industrial Gas Substitution",
"01/30/2015","The Climate Trust","20","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Expansion Project Facility under the OR CO2 Standard","ACR-US-143-2007-225-201180205 to 201180224","2007","Version 1.0","12/17/2007","No","","ACR143","Truck Stop Electrification, Minnesota","US","Minnesota","MINNESOTA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","88","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Expansion Project Facility under the OR CO2 Standard","ACR-US-159-2006-263-201252824 to 201252911","2006","Version 1.0","12/17/2007","No","","ACR159","Truck Stop Electrification, West Virginia","US","West Virginia","WEST VIRGINIA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","36","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-159-2006-263-201252788 to 201252823","2006","Version 1.0","12/17/2007","No","","ACR159","Truck Stop Electrification, West Virginia","US","West Virginia","WEST VIRGINIA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","715","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-157-2006-260-201232164 to 201232878","2006","Version 1.0","12/17/2007","No","","ACR157","Truck Stop Electrification, Texas","US","Texas","TEXAS","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","595","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-152-2006-245-201196952 to 201197546","2006","Version 1.0","12/17/2007","No","","ACR152","Truck Stop Electrification, Oklahoma","US","Oklahoma","OKLAHOMA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","1194","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-151-2006-243-201192130 to 201193323","2006","Version 1.0","12/17/2007","No","","ACR151","Truck Stop Electrification, Ohio","US","Ohio","OHIO","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","228","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-148-2006-236-201189109 to 201189336","2006","Version 1.0","12/17/2007","No","","ACR148","Truck Stop Electrification, New Mexico","US","New Mexico","NEW MEXICO","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","211","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-146-2006-230-201185294 to 201185504","2006","Version 1.0","12/17/2007","No","","ACR146","Truck Stop Electrification, Nebraska","US","Nebraska","NEBRASKA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","351","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-145-2006-228-201180225 to 201180575","2006","Version 1.0","12/17/2007","No","","ACR145","Truck Stop Electrification, Missouri","US","Missouri","MISSOURI","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","295","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-139-2006-217-201173862 to 201174156","2006","Version 1.0","12/17/2007","No","","ACR139","Truck Stop Electrification, Kentucky","US","Kentucky","KENTUCKY","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","380","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-138-2006-215-201171905 to 201172284","2006","Version 1.0","12/17/2007","No","","ACR138","Truck Stop Electrification, Indiana","US","Indiana","INDIANA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","365","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-137-2006-213-201168699 to 201169063","2006","Version 1.0","12/17/2007","No","","ACR137","Truck Stop Electrification, Illinois","US","Illinois","ILLINOIS","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","261","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-135-2006-206-201156430 to 201156690","2006","Version 1.0","12/17/2007","No","","ACR135","Truck Stop Electrification, Florida","US","Florida","FLORIDA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","615","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-131-2006-195-201132397 to 201133011","2006","Version 1.0","12/17/2007","No","","ACR131","Truck Stop Electrification, Arizona","US","Arizona","ARIZONA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","1730","On Behalf of Third Party","Retired on behalf of PPM Energy's Klamath Cogeneration Facility under the OR CO2 Standard","ACR-US-136-2005-210-201161406 to 201163135","2005","Version 1.0","12/17/2007","No","","ACR136","Truck Stop Electrification, Georgia","US","Georgia","GEORGIA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","428","On Behalf of Third Party","Retired on behalf of NW Natural's Mist Facility under the OR CO2 Standard","ACR-US-136-2005-210-201160978 to 201161405","2005","Version 1.0","12/17/2007","No","","ACR136","Truck Stop Electrification, Georgia","US","Georgia","GEORGIA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","544","On Behalf of Third Party","Retired on behalf of NW Natural's Mist Facility under the OR CO2 Standard","ACR-US-136-2004-209-201160434 to 201160977","2004","Version 1.0","12/17/2007","No","","ACR136","Truck Stop Electrification, Georgia","US","Georgia","GEORGIA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","650","On Behalf of Third Party","Retired on behalf of Calpine's Hermiston Power Project Facility under the OR CO2 Standard","ACR-US-136-2004-209-201159784 to 201160433","2004","Version 1.0","12/17/2007","No","","ACR136","Truck Stop Electrification, Georgia","US","Georgia","GEORGIA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","322","On Behalf of Third Party","Retired on behalf of Calpine's Hermiston Power Project Facility under the OR CO2 Standard","ACR-US-136-2004-209-201159462 to 201159783","2004","Version 1.0","12/17/2007","No","","ACR136","Truck Stop Electrification, Georgia","US","Georgia","GEORGIA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","200","On Behalf of Third Party","Retired on behalf of Avista's Coyote Springs Unit 2 Facility under the OR CO2 Standard","ACR-US-136-2004-209-201159262 to 201159461","2004","Version 1.0","12/17/2007","No","","ACR136","Truck Stop Electrification, Georgia","US","Georgia","GEORGIA","Transport / Fleet Efficiency",
"01/30/2015","The Climate Trust","772","On Behalf of Third Party","Retired on behalf of Avista's Coyote Springs Unit 2 Facility under the OR CO2 Standard","ACR-US-136-2003-208-201158490 to 201159261","2003","Version 1.0","12/17/2007","No","","ACR136","Truck Stop Electrification, Georgia","US","Georgia","GEORGIA","Transport / Fleet Efficiency",
"01/16/2015","Carbonfund.org","121","Retail Program Requirements","On Behalf of CF Donors","ACR-US-133-2006-203-201148674 to 201148794","2006","Version 1.0","12/17/2007","No","","ACR133","Truck Stop Electrification, California","US","California","CALIFORNIA","Transport / Fleet Efficiency",
"01/16/2015","Carbonfund.org","166","Retail Program Requirements","On Behalf of CF Donors","ACR-US-132-2005-199-201126056 to 201126221","2005","Version 1.0","12/17/2007","No","","ACR132","Truck Stop Electrification, Arkansas","US","Arkansas","ARKANSAS","Transport / Fleet Efficiency",
"01/16/2015","Carbonfund.org","176","Retail Program Requirements","On Behalf of CF Donors","ACR-US-132-2006-200-201127569 to 201127744","2006","Version 1.0","12/17/2007","No","","ACR132","Truck Stop Electrification, Arkansas","US","Arkansas","ARKANSAS","Transport / Fleet Efficiency",
"01/13/2015","Bonneville Environmental Foundation","9544","Environmental Benefit","Chevrolet Carbon Reduction Initiative","ACR-US-222-2010-363-1 to 9544","2010","Version 1.0","10/28/2014 4:11:52 PM","No","Clean Water and Sanitation;Climate Action;Life on Land","ACR222","Prairie Pothole Avoided Conversion of Grasslands and Shrublands","US","Missouri Coteau","NORTH DAKOTA","Agricultural Land Management",
"01/13/2015","Bonneville Environmental Foundation","6545","Environmental Benefit","Chevrolet Carbon Reduction Initiative","ACR-US-222-2011-362-1 to 6545","2011","Version 1.0","10/28/2014 4:11:52 PM","No","Clean Water and Sanitation;Climate Action;Life on Land","ACR222","Prairie Pothole Avoided Conversion of Grasslands and Shrublands","US","Missouri Coteau","NORTH DAKOTA","Agricultural Land Management",
"01/13/2015","Bonneville Environmental Foundation","8811","Environmental Benefit","Chevrolet Carbon Reduction Initiative","ACR-US-222-2012-361-1 to 8811","2012","Version 1.0","10/28/2014 4:11:52 PM","No","Clean Water and Sanitation;Climate Action;Life on Land","ACR222","Prairie Pothole Avoided Conversion of Grasslands and Shrublands","US","Missouri Coteau","NORTH DAKOTA","Agricultural Land Management",
"01/13/2015","Bonneville Environmental Foundation","6514","Environmental Benefit","Chevrolet Carbon Reduction Initiative","ACR-US-222-2013-360-1 to 6514","2013","Version 1.0","10/28/2014 4:11:52 PM","No","Clean Water and Sanitation;Climate Action;Life on Land","ACR222","Prairie Pothole Avoided Conversion of Grasslands and Shrublands","US","Missouri Coteau","NORTH DAKOTA","Agricultural Land Management",
"01/13/2015","Bonneville Environmental Foundation","7969","Environmental Benefit","Chevrolet Carbon Reduction Initiative","ACR-US-222-2014-359-1 to 7969","2014","Version 1.0","10/28/2014 4:11:52 PM","No","Clean Water and Sanitation;Climate Action;Life on Land","ACR222","Prairie Pothole Avoided Conversion of Grasslands and Shrublands","US","Missouri Coteau","NORTH DAKOTA","Agricultural Land Management",
"01/13/2015","Natural Capital Partners Americas, LLC","1178","On Behalf of Third Party","Retirement on behalf of clients for Q1 2014","ACR-US-126-2013-332-1 to 1178","2013","Version 1.0","7/3/2014 10:05:23 PM","No","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","ACR126","Seneca Meadows LFG","US","Waterloo","NEW YORK","Landfill Gas Capture & Combustion",
"01/13/2015","Natural Capital Partners Americas, LLC","50","On Behalf of Third Party","Retirement on behalf of clients for Q1 2014","ACR-US-114-2012-314-35605 to 35654","2012","Version 1.0","7/24/2013 9:08:47 PM","No","Clean Water and Sanitation;Climate Action;Life on Land","ACR114","GreenTrees ACRE (Advanced Carbon Restored Ecosystem)","US","Mississippi Alluvial Valley","ARKANSAS","Forest Carbon",
"12/18/2014","Sustain:Green","17","Environmental Benefit","2014-11","ACR-US-102-2003-274-120157865 to 120157881","2003","Version 1.0","10/31/2005","No","","ACR102","Air Bag Gas Substitution","US","Beaverton","OREGON","Industrial Gas Substitution",
"12/02/2014","Carbonfund.org","3126","Retail Program Requirements","On Behalf of CF Partner Tower Companies","ACR-US-113-2008-157-210139279 to 210142404","2008","Version 1.0","2/23/2009","No","","ACR113","Greater New Bedford LFG","US","Dartmouth","MASSACHUSETTS","Landfill Gas Capture & Combustion",
"11/13/2014","Sustain:Green","8","Environmental Benefit","2014-10","ACR-US-102-2003-274-120157857 to 120157864","2003","Version 1.0","10/31/2005","No","","ACR102","Air Bag Gas Substitution","US","Beaverton","OREGON","Industrial Gas Substitution",
"10/20/2014","Carbonfund.org","57","Retail Program Requirements","JetBlue Customer Program","ACR-US-126-2012-313-20842 to 20898","2012","Version 1.0","7/8/2013 3:39:51 AM","No","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","ACR126","Seneca Meadows LFG","US","Waterloo","NEW YORK","Landfill Gas Capture & Combustion",
"10/20/2014","Carbonfund.org","1000","Retail Program Requirements","JetBlue Customer Program","ACR-US-126-2012-313-21702 to 22701","2012","Version 1.0","7/8/2013 3:39:51 AM","No","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","ACR126","Seneca Meadows LFG","US","Waterloo","NEW YORK","Landfill Gas Capture & Combustion",
"10/16/2014","Bonneville Environmental Foundation","43673","Environmental Benefit","Environmental Benefit","ACR-US-204-2013-344-1 to 43673","2013","Version 2.0","8/29/2014 5:02:20 PM","No","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","ACR204","Improvements in Vehicle Efficiency for Marten Transport","US","US (48 States)","WISCONSIN","Transport / Fleet Efficiency",
"10/16/2014","Bonneville Environmental Foundation","54753","Environmental Benefit","Environmental Benefit","ACR-US-207-2013-350-1 to 54753","2013","Version 2.0","8/29/2014 5:02:51 PM","No","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","ACR207","Improvements in Vehicle Efficiency for Crete Carrier Corp","US","Us (48 States)","NEBRASKA","Transport / Fleet Efficiency",
"10/16/2014","Bonneville Environmental Foundation","46239","Environmental Benefit","Environmental Benefit","ACR-US-207-2012-351-1 to 46239","2012","Version 2.0","8/29/2014 5:03:10 PM","No","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","ACR207","Improvements in Vehicle Efficiency for Crete Carrier Corp","US","Us (48 States)","NEBRASKA","Transport / Fleet Efficiency",
"10/16/2014","Bonneville Environmental Foundation","39901","Environmental Benefit","Environmental Benefit","ACR-US-204-2012-345-1 to 39901","2012","Version 2.0","8/29/2014 5:02:21 PM","No","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","ACR204","Improvements in Vehicle Efficiency for Marten Transport","US","US (48 States)","WISCONSIN","Transport / Fleet Efficiency",
