"Vintage","Offset Credit Serial Numbers","Quantity of Offset Credits","Status Effective","Project ID","Project Name","Project Type","Protocol Version","Project Site Location","Project Site State","Project Site Country","Additional Certification(s)","CORSIA Eligible","Account Holder","Retirement Reason","Retirement Reason Details",
"2012","CAR-1-US-502-4-335-MI-2012-1334-23101 to 23633","533","05/27/2016","CAR502","Central Sanitary Landfill","Landfill Gas Capture/Combustion","Version 2.1","Pierson","MICHIGAN","US","","No","Poseidon Resources (Channelside) LP","Compliance Requirements","GHG 2016",
"2012","CAR-1-US-502-4-335-MI-2012-1334-1 to 23100","23100","06/23/2016","CAR502","Central Sanitary Landfill","Landfill Gas Capture/Combustion","Version 2.1","Pierson","MICHIGAN","US","","No","Seattle City Light","Environmental Benefit","",
"2012","CAR-1-US-457-4-572-WV-2012-1063-13001 to 30000","17000","08/03/2015","CAR457","Charleston Landfill Gas Utilization Project","Landfill Gas Capture/Combustion","Version 3.0","Charleston, West Virginia","WEST VIRGINIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2013 TerraPass Other Offline Customer Retirements",
"2012","CAR-1-US-457-4-572-WV-2012-1063-7001 to 13000","6000","08/03/2015","CAR457","Charleston Landfill Gas Utilization Project","Landfill Gas Capture/Combustion","Version 3.0","Charleston, West Virginia","WEST VIRGINIA","US","","No","Just Energy Income Fund","Retail Program Requirements","2013 TerraPass Online Customer Retirements",
"2012","CAR-1-US-457-4-572-WV-2012-1063-1 to 3000","3000","12/12/2013","CAR457","Charleston Landfill Gas Utilization Project","Landfill Gas Capture/Combustion","Version 3.0","Charleston, West Virginia","WEST VIRGINIA","US","","No","3Degrees Group, Inc","Retail Program Requirements","TerraPass customers: Clear the Air",
"2012","CAR-1-US-457-4-572-WV-2012-1063-3001 to 7000","4000","12/12/2013","CAR457","Charleston Landfill Gas Utilization Project","Landfill Gas Capture/Combustion","Version 3.0","Charleston, West Virginia","WEST VIRGINIA","US","","No","3Degrees Group, Inc","Retail Program Requirements","TerraPass customers: Clear the Air",
"2012","CAR-1-US-772-4-533-FL-2012-1187-1 to 10978","10978","09/16/2013","CAR772","Citrus County, Florida Landfill Gas Flare Project","Landfill Gas Capture/Combustion","Version 3.0","Citrus County; Lecanto","FLORIDA","US","","No","Element Markets, LLC","On Behalf of Third Party","",
"2012","CAR-1-US-772-4-533-FL-2012-1399-1 to 6388","6388","10/28/2014","CAR772","Citrus County, Florida Landfill Gas Flare Project","Landfill Gas Capture/Combustion","Version 3.0","Citrus County; Lecanto","FLORIDA","US","","No","Element Markets, LLC","On Behalf of Third Party","",
"2012","CAR-1-US-545-4-357-TX-2012-1261-1 to 41468","41468","01/08/2014","CAR545","City of Garland Landfill Carbon Project","Landfill Gas Capture/Combustion","Version 2.1","3175 Elm Grove, Rowlett, Texas","TEXAS","US","","No","Garland Power & Light","On Behalf of Third Party","",
"2012","CAR-1-US-545-4-357-TX-2012-959-1 to 36040","36040","01/16/2013","CAR545","City of Garland Landfill Carbon Project","Landfill Gas Capture/Combustion","Version 2.1","3175 Elm Grove, Rowlett, Texas","TEXAS","US","","No","Garland Power & Light","On Behalf of Third Party","",
"2012","CAR-1-US-887-4-664-GA-2012-1231-1 to 45316","45316","11/13/2013","CAR887","City of Thomasville MSW Landfill","Landfill Gas Capture/Combustion","Version 3.0","Thomas County, GA","GEORGIA","US","","No","Element Markets, LLC","On Behalf of Third Party","",
"2012","CAR-1-US-773-4-227-GA-2012-1055-1 to 30000","30000","08/01/2013","CAR773","Clayton County Landfill Gas Project","Landfill Gas Capture/Combustion","Version 3.0","Clayton County","GEORGIA","US","","No","Seattle City Light","Environmental Benefit","",
"2012","CAR-1-US-773-4-227-GA-2012-1055-30001 to 30285","285","08/01/2013","CAR773","Clayton County Landfill Gas Project","Landfill Gas Capture/Combustion","Version 3.0","Clayton County","GEORGIA","US","","No","Seattle City Light","Environmental Benefit","",
"2012","CAR-1-US-467-4-262-AL-2012-1053-1 to 43145","43145","03/27/2015","CAR467","Coffee County Sanitary Landfill Gas Collection System","Landfill Gas Capture/Combustion","Version 3.0","Coffee County","ALABAMA","US","","No","Schneider Electric","On Behalf of Third Party","The Toronto Dominion Bank",
"2012","CAR-1-US-467-4-262-AL-2012-888-1 to 35930","35930","09/16/2013","CAR467","Coffee County Sanitary Landfill Gas Collection System","Landfill Gas Capture/Combustion","Version 3.0","Coffee County","ALABAMA","US","","No","Bonneville Environmental Foundation","Environmental Benefit","",
"2012","CAR-1-US-467-4-262-AL-2012-888-35931 to 36785","855","03/27/2015","CAR467","Coffee County Sanitary Landfill Gas Collection System","Landfill Gas Capture/Combustion","Version 3.0","Coffee County","ALABAMA","US","","No","Schneider Electric","On Behalf of Third Party","The Toronto Dominion Bank",
"2012","CAR-1-US-467-4-262-AL-2012-888-36786 to 41519","4734","03/27/2015","CAR467","Coffee County Sanitary Landfill Gas Collection System","Landfill Gas Capture/Combustion","Version 3.0","Coffee County","ALABAMA","US","","No","Schneider Electric","On Behalf of Third Party","Retirement on behalf of Choice Carbon customers",
"2012","CAR-1-US-503-4-667-MN-2012-1446-1 to 10907","10907","06/25/2014","CAR503","Crow Wing County Landfill Gas Collection System","Landfill Gas Capture/Combustion","Version 3.0","Crow Wing County","MINNESOTA","US","","No","Crow Wing County Solid Waste Management","On Behalf of Third Party","",
"2012","CAR-1-US-994-5-794-WI-2012-1395-13842 to 14179","338","07/22/2020","CAR994","Dairy Dreams","Livestock Gas Capture/Combustion","Version 3.0","Casco","WISCONSIN","US","","No","Just Energy Income Fund","Retail Program Requirements","Retirement for 2018 US voluntary Just Energy",
"2012","CAR-1-US-466-4-285-GA-2012-1249-10212 to 15084","4873","08/31/2016","CAR466","Dalton-Whitfield Landfill Project","Landfill Gas Capture/Combustion","Version 3.0","Whitfield County","GEORGIA","US","","No","Carbon Financial Services Pty Ltd","Retirement for Person or Organization","Hartsfield-Jackson ATL Airport 2015 Scope1 GHGs",
"2012","CAR-1-US-466-4-285-GA-2012-1249-6489 to 10211","3723","03/27/2015","CAR466","Dalton-Whitfield Landfill Project","Landfill Gas Capture/Combustion","Version 3.0","Whitfield County","GEORGIA","US","","No","Schneider Electric","On Behalf of Third Party","Retirement on behalf of Choice Carbon customers",
"2012","CAR-1-US-466-4-285-GA-2012-1249-15135 to 16445","1311","04/06/2020","CAR466","Dalton-Whitfield Landfill Project","Landfill Gas Capture/Combustion","Version 3.0","Whitfield County","GEORGIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","ATL-Superbowl 53, The Good Traveler:RMI",
"2012","CAR-1-US-466-4-285-GA-2012-1249-1 to 6488","6488","03/26/2015","CAR466","Dalton-Whitfield Landfill Project","Landfill Gas Capture/Combustion","Version 3.0","Whitfield County","GEORGIA","US","","No","Schneider Electric","On Behalf of Third Party","Retirement on behalf of Perkins+Will",
"2012","CAR-1-US-466-4-285-GA-2012-859-1 to 9000","9000","02/04/2015","CAR466","Dalton-Whitfield Landfill Project","Landfill Gas Capture/Combustion","Version 3.0","Whitfield County","GEORGIA","US","","No","Vitol Inc.","On Behalf of Third Party","",
"2012","CAR-1-US-466-4-285-GA-2012-1249-15085 to 15134","50","04/06/2020","CAR466","Dalton-Whitfield Landfill Project","Landfill Gas Capture/Combustion","Version 3.0","Whitfield County","GEORGIA","US","","No","Bonneville Environmental Foundation","On Behalf of Third Party","Gulfstream Aerospace aircraft fleet NBAA",
"2012","CAR-1-US-468-4-383-NC-2012-1048-16406 to 20055","3650","05/30/2017","CAR468","Davidson County Landfill Gas Destruction Project","Landfill Gas Capture/Combustion","Version 2.0","Davidson County, Lexington, NC","NORTH CAROLINA","US","","No","Schneider Electric","Other","Green-e Climate RY2016",
"2012","CAR-1-US-468-4-383-NC-2012-885-1 to 23595","23595","02/01/2016","CAR468","Davidson County Landfill Gas Destruction Project","Landfill Gas Capture/Combustion","Version 2.0","Davidson County, Lexington, NC","NORTH CAROLINA","US","","No","BGC Environmental Brokerage Services, L.P.","On Behalf of Third Party","Retired on behalf of Disneys 2015 GHG emissions",
"2012","CAR-1-US-468-4-383-NC-2012-1048-1 to 6405","6405","02/01/2016","CAR468","Davidson County Landfill Gas Destruction Project","Landfill Gas Capture/Combustion","Version 2.0","Davidson County, Lexington, NC","NORTH CAROLINA","US","","No","BGC Environmental Brokerage Services, L.P.","On Behalf of Third Party","Retired on behalf of Disneys 2015 GHG emissions",
"2012","CAR-1-US-468-4-383-NC-2012-1048-6406 to 6525","120","06/07/2017","CAR468","Davidson County Landfill Gas Destruction Project","Landfill Gas Capture/Combustion","Version 2.0","Davidson County, Lexington, NC","NORTH CAROLINA","US","","No","3Degrees Inc.","On Behalf of Third Party","3D Commercial Customers",
"2012","CAR-1-US-468-4-383-NC-2012-1048-12215 to 16405","4191","05/22/2020","CAR468","Davidson County Landfill Gas Destruction Project","Landfill Gas Capture/Combustion","Version 2.0","Davidson County, Lexington, NC","NORTH CAROLINA","US","","No","3Degrees Group, Inc","Other","Calendar Year 2018 Deliveries",
"2012","CAR-1-US-468-4-383-NC-2012-1048-6526 to 12214","5689","01/13/2020","CAR468","Davidson County Landfill Gas Destruction Project","Landfill Gas Capture/Combustion","Version 2.0","Davidson County, Lexington, NC","NORTH CAROLINA","US","","No","The Newhall Land and Farming Company, LLC","Compliance Requirements","GHG Mitigation",
"2012","CAR-1-US-893-5-653-NC-2012-1073-1 to 927","927","04/22/2013","CAR893","Duke Carbon Offsets Initiative - Loyd Ray Farms","Livestock Gas Capture/Combustion","Version 3.0","Yadkin County, North Carolina","NORTH CAROLINA","US","","No","Duke University","On Behalf of Third Party","",
"2012","CAR-1-US-476-4-266-GA-2012-1026-55844 to 59395","3552","03/27/2015","CAR476","Eagle Point Landfill","Landfill Gas Capture/Combustion","Version 3.0","Ball Ground, Forsythe County, Georgia","GEORGIA","US","","No","Schneider Electric","On Behalf of Third Party","Retirement on behalf of Choice Carbon customers",
"2012","CAR-1-US-476-4-266-GA-2012-1026-1 to 20772","20772","11/05/2018","CAR476","Eagle Point Landfill","Landfill Gas Capture/Combustion","Version 3.0","Ball Ground, Forsythe County, Georgia","GEORGIA","US","","No","Green Mountain Energy","Retail Program Requirements","RY2017 GME Carbon Offsets Deals 15252223",
"2012","CAR-1-US-476-4-266-GA-2012-856-1 to 50000","50000","07/31/2013","CAR476","Eagle Point Landfill","Landfill Gas Capture/Combustion","Version 3.0","Ball Ground, Forsythe County, Georgia","GEORGIA","US","","No","Seattle City Light","Environmental Benefit","",
"2012","CAR-1-US-476-4-266-GA-2012-1026-59780 to 70034","10255","05/25/2016","CAR476","Eagle Point Landfill","Landfill Gas Capture/Combustion","Version 3.0","Ball Ground, Forsythe County, Georgia","GEORGIA","US","","No","Schneider Electric","Other","Green-e Climate RY2015",
"2012","CAR-1-US-476-4-266-GA-2012-1026-59396 to 59779","384","05/21/2015","CAR476","Eagle Point Landfill","Landfill Gas Capture/Combustion","Version 3.0","Ball Ground, Forsythe County, Georgia","GEORGIA","US","","No","Schneider Electric","Other","Green-e Climate RY2014",
"2012","CAR-1-US-451-4-254-MN-2012-1071-22911 to 24549","1639","05/22/2020","CAR451","East Central Sanitary Landfill Voluntary GCCS","Landfill Gas Capture/Combustion","Version 2.0","Mora","MINNESOTA","US","","No","3Degrees Group, Inc","On Behalf of Third Party","Transaction Reference 12309",
"2012","CAR-1-US-451-4-254-MN-2012-1071-17637 to 19910","2274","05/22/2020","CAR451","East Central Sanitary Landfill Voluntary GCCS","Landfill Gas Capture/Combustion","Version 2.0","Mora","MINNESOTA","US","","No","3Degrees Group, Inc","Other","Calendar Year 2019 Deliveries",
"2012","CAR-1-US-451-4-254-MN-2012-1071-19911 to 22910","3000","05/22/2020","CAR451","East Central Sanitary Landfill Voluntary GCCS","Landfill Gas Capture/Combustion","Version 2.0","Mora","MINNESOTA","US","","No","3Degrees Group, Inc","Other","Calendar Year 2018 Deliveries",
"2012","CAR-1-US-451-4-254-MN-2012-1071-1 to 144","144","02/10/2016","CAR451","East Central Sanitary Landfill Voluntary GCCS","Landfill Gas Capture/Combustion","Version 2.0","Mora","MINNESOTA","US","","No","OneEnergy, Inc.","Environmental Benefit","OER Internal Footprint 2015",
"2012","CAR-1-US-451-4-254-MN-2012-1071-145 to 7568","7424","06/06/2016","CAR451","East Central Sanitary Landfill Voluntary GCCS","Landfill Gas Capture/Combustion","Version 2.0","Mora","MINNESOTA","US","","No","3Degrees Inc.","Retirement for Person or Organization","Kohl's Confirm ID 7371",
"2012","CAR-1-US-451-4-254-MN-2012-1071-7569 to 17636","10068","06/06/2017","CAR451","East Central Sanitary Landfill Voluntary GCCS","Landfill Gas Capture/Combustion","Version 2.0","Mora","MINNESOTA","US","","No","3Degrees Inc.","On Behalf of Third Party","3D Commercial Customers",
"2012","CAR-1-US-639-30-449-TX-2012-1029-1 to 6367","6367","10/07/2013","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 1.0","Chambers County; near Baytown","TEXAS","US","","No","NextEra Energy Power Marketing LLC","On Behalf of Third Party","Retired on behalf of International Speedway Corp.",
"2012","CAR-1-US-639-30-449-TX-2012-1029-6554 to 21941","15388","03/13/2014","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 1.0","Chambers County; near Baytown","TEXAS","US","","No","LSB Industries, Inc.","On Behalf of Third Party","",
"2012","CAR-1-US-639-30-449-TX-2012-823-20360 to 70873","50514","10/07/2013","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 1.0","Chambers County; near Baytown","TEXAS","US","","No","NextEra Energy Power Marketing LLC","On Behalf of Third Party","Retired on behalf of International Speedway Corp.",
"2012","CAR-1-US-639-30-449-TX-2012-823-70874 to 217469","146596","12/21/2012","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 1.0","Chambers County; near Baytown","TEXAS","US","","No","J.P. Morgan Chase Bank","On Behalf of Third Party","Third Party Purchase",
"2012","CAR-1-US-639-30-449-TX-2012-823-1 to 10873","10873","12/21/2012","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 1.0","Chambers County; near Baytown","TEXAS","US","","No","J.P. Morgan Chase Bank","On Behalf of Third Party","Third Party Purchase",
"2012","CAR-1-US-639-30-449-TX-2012-823-10874 to 17426","6553","12/21/2012","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 1.0","Chambers County; near Baytown","TEXAS","US","","No","J.P. Morgan Chase Bank","On Behalf of Third Party","Third Party Purchase",
"2012","CAR-1-US-639-30-449-TX-2012-1029-21942 to 23299","1358","03/13/2014","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 1.0","Chambers County; near Baytown","TEXAS","US","","No","LSB Industries, Inc.","On Behalf of Third Party","",
"2012","CAR-1-US-639-30-449-TX-2012-1029-23300 to 459740","436441","03/13/2014","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 1.0","Chambers County; near Baytown","TEXAS","US","","No","LSB Industries, Inc.","On Behalf of Third Party","",
"2012","CAR-1-US-639-30-449-TX-2012-823-17427 to 20359","2933","12/18/2012","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 1.0","Chambers County; near Baytown","TEXAS","US","","No","NextEra Energy Power Marketing LLC","On Behalf of Third Party","On behalf of Monadnock Paper Mills",
"2012","CAR-1-US-639-30-449-TX-2012-1329-1 to 118476","118476","09/08/2015","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 2.0","Chambers County; near Baytown","TEXAS","US","","No","LSB Industries, Inc.","On Behalf of Third Party","",
"2012","CAR-1-US-639-30-449-TX-2012-1029-459741 to 465984","6244","09/08/2015","CAR639","El Dorado Nitrogen, LP - Nitrous Oxide Abatement Project","Nitric Acid N2O- Secondary Catalyst","Version 1.0","Chambers County; near Baytown","TEXAS","US","","No","LSB Industries, Inc.","On Behalf of Third Party","",
"2012","CAR-1-US-444-4-869-OH-2012-1083-6163 to 10000","3838","08/04/2015","CAR444","Erie County Landfill","Landfill Gas Capture/Combustion","Version 3.0","Milan","OHIO","US","","No","Just Energy Income Fund","Retail Program Requirements","Retirement for 2013 OH voluntary carbon demand",
"2012","CAR-1-US-444-4-869-OH-2012-1083-14324 to 48910","34587","10/17/2017","CAR444","Erie County Landfill","Landfill Gas Capture/Combustion","Version 3.0","Milan","OHIO","US","","No","Just Energy Income Fund","Retail Program Requirements","Retirement for 2016 IL voluntary carbon demand",
"2012","CAR-1-US-444-4-869-OH-2012-1083-10251 to 10910","660","09/12/2016","CAR444","Erie County Landfill","Landfill Gas Capture/Combustion","Version 3.0","Milan","OHIO","US","","No","Carbon Financial Services Pty Ltd","Retirement for Person or Organization","On behalf of RP&G for Q3 2016",
"2012","CAR-1-US-444-4-869-OH-2012-1083-1 to 6162","6162","08/04/2015","CAR444","Erie County Landfill","Landfill Gas Capture/Combustion","Version 3.0","Milan","OHIO","US","","No","Just Energy Income Fund","Retail Program Requirements","Retirement for 2012 OH voluntary carbon demand",
"2012","CAR-1-US-444-4-869-OH-2012-1083-10001 to 10250","250","04/25/2016","CAR444","Erie County Landfill","Landfill Gas Capture/Combustion","Version 3.0","Milan","OHIO","US","","No","Carbon Retirement, LLC","On Behalf of Third Party","Retired on behalf of Better World Club",
"2012","CAR-1-US-444-4-869-OH-2012-1083-48911 to 49419","509","01/13/2020","CAR444","Erie County Landfill","Landfill Gas Capture/Combustion","Version 3.0","Milan","OHIO","US","","No","The Newhall Land and Farming Company, LLC","Compliance Requirements","GHG Mitigation",
